

** FIXED POINT METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration-1 | xr = 1.000000 | f(xr) = 632.000000  | error 0.000000%
Iteration-6940 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6941 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6942 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6943 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6944 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6945 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6946 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6947 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6948 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6949 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6950 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6951 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6952 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6953 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6954 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6955 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6956 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6957 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6958 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6959 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6960 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6961 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6962 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6963 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6964 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6965 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6966 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6967 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6968 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6969 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6970 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6971 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6972 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6973 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6974 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6975 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6976 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6977 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6978 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6979 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6980 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6981 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6982 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6983 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6984 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6985 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6986 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6987 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6988 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6989 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6990 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6991 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6992 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6993 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6994 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6995 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6996 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6997 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6998 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-6999 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7000 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7001 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7002 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7003 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7004 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7005 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7006 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7007 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7008 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7009 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7010 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7011 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7012 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7013 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7014 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7015 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7016 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7017 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7018 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7019 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7020 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7021 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7022 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7023 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7024 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7025 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7026 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7027 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7028 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7029 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7030 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7031 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7032 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7033 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7034 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7035 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7036 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7037 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7038 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7039 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7040 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7041 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7042 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7043 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7044 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7045 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7046 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7047 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7048 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7049 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7050 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7051 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7052 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7053 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7054 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7055 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7056 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7057 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7058 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7059 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7060 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7061 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7062 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7063 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7064 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7065 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7066 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7067 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7068 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7069 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7070 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7071 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7072 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7073 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7074 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7075 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7076 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7077 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7078 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7079 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7080 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7081 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7082 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7083 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7084 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7085 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7086 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7087 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7088 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7089 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7090 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7091 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7092 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7093 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7094 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7095 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7096 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7097 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7098 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7099 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7100 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7101 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7102 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7103 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7104 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7105 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7106 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7107 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7108 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7109 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7110 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7111 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7112 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7113 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7114 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7115 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7116 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7117 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7118 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7119 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7120 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7121 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7122 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7123 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7124 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7125 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7126 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7127 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7128 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7129 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7130 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7131 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7132 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7133 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7134 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7135 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7136 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7137 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7138 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7139 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7140 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7141 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7142 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7143 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7144 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7145 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7146 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7147 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7148 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7149 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7150 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7151 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7152 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7153 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7154 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7155 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7156 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7157 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7158 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7159 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7160 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7161 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7162 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7163 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7164 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7165 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7166 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7167 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7168 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7169 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7170 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7171 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7172 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7173 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7174 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7175 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7176 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7177 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7178 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7179 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7180 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7181 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7182 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7183 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7184 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7185 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7186 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7187 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7188 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7189 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7190 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7191 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7192 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7193 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7194 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7195 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7196 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7197 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7198 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7199 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7200 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7201 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7202 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7203 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7204 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7205 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7206 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7207 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7208 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7209 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7210 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7211 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7212 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7213 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7214 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7215 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7216 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7217 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7218 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7219 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7220 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7221 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7222 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7223 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7224 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7225 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7226 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7227 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7228 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7229 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7230 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7231 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7232 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7233 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7234 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7235 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7236 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7237 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7238 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7239 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7240 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7241 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7242 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7243 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7244 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7245 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7246 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7247 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7248 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7249 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7250 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7251 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7252 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7253 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7254 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7255 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7256 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7257 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7258 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7259 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7260 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7261 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7262 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7263 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7264 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7265 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7266 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7267 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7268 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7269 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7270 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7271 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7272 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7273 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7274 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7275 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7276 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7277 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7278 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7279 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7280 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7281 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7282 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7283 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7284 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7285 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7286 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-7287 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
